,id,rated,speed,createdAt,lastMoveAt,winner,clock,movesperplayer,white_player_name,white_ranking,black_player_name,black_ranking,Gametime,timepermove,white_kingcastle,white_queencastle,black_kingcastle,black_queencastle,White_moves_before_castle,Black_moves_before_castle,opens1,my_rank,i_won,enemy_rank,rank_difference,is_higher
1318,o4cJXfcF,True,bullet,2021-04-09 17:20:49.220000+02:00,2021-04-09 17:21:40.368000+02:00,black,60,22,an2712,1537,EvilSaintPL,1493,51.1,2.3,1,0,0,1,14,6,no opens,1493,1,1537,-44,False
1319,mN2tGAzQ,True,bullet,2021-04-09 17:14:24.333000+02:00,2021-04-09 17:16:34.846000+02:00,white,60,45,EvilSaintPL,1487,mijellin,1476,130.5,2.9,1,0,1,0,7,22,White e4 c5 Nf3 e6,1487,1,1476,11,True
1320,vajElL4S,True,bullet,2021-04-09 17:12:12.946000+02:00,2021-04-09 17:14:17.038000+02:00,white,60,25,EvilSaintPL,1482,FecalAlcoholSyndrome,1426,124.1,5.0,1,0,0,0,6,26,White e4 c5 Nf3 Nc6,1482,1,1426,56,True
1321,rstr0vaQ,True,blitz,2021-04-09 17:03:34.274000+02:00,2021-04-09 17:09:49.488000+02:00,black,300,25,ueberhorst,1676,EvilSaintPL,1681,375.2,15.0,1,0,1,0,3,4,Black e4 e5 Nf3 Nc6,1681,1,1676,5,True
1322,EdJOHY1y,True,blitz,2021-04-09 17:00:01.398000+02:00,2021-04-09 17:02:24.178000+02:00,white,300,18,ap2006,1687,EvilSaintPL,1687,142.8,7.9,1,0,0,0,8,20,Black e4 e5 Nf3 Nc6,1687,-1,1687,0,False
1323,Fopn9bud,True,blitz,2021-04-09 16:55:44.142000+02:00,2021-04-09 16:59:48.199000+02:00,white,300,24,EvilSaintPL,1681,h_ibrahim,1672,244.1,10.2,1,0,0,0,11,25,White e4 e5 Nf3 Nc6,1681,1,1672,9,True
1324,q64MgAmp,True,blitz,2021-04-09 16:49:14.396000+02:00,2021-04-09 16:54:48.929000+02:00,white,300,25,Hoehensteiger,1715,EvilSaintPL,1686,334.5,13.4,1,0,1,0,5,6,Black e4 e5 Nf3 Nc6,1686,-1,1715,-29,False
1325,reOu9hQ0,True,blitz,2021-04-09 14:29:27.292000+02:00,2021-04-09 14:37:51.588000+02:00,white,300,27,EvilSaintPL,1681,Mstrvampire,1650,504.3,18.7,1,0,1,0,4,9,White e4 e5 Nf3 Nc6,1681,1,1650,31,True
1328,YIr8QWCA,True,bullet,2021-04-04 22:26:33.971000+02:00,2021-04-04 22:28:43.760000+02:00,white,60,35,kingmop,1488,EvilSaintPL,1487,129.8,3.7,0,1,1,0,13,4,no opens,1487,-1,1488,-1,False
1329,OPaw4V6b,True,bullet,2021-04-04 22:20:04.184000+02:00,2021-04-04 22:21:15.755000+02:00,black,60,18,EvilSaintPL,1493,obeyingrule2,1479,71.6,4.0,1,0,0,0,7,20,White e4 c6 Nf3 d5,1493,-1,1479,14,True
1330,5rO0foNA,True,bullet,2021-04-04 22:17:44.537000+02:00,2021-04-04 22:19:44.149000+02:00,black,60,29,EvilSaintPL,1499,assar,1495,119.6,4.1,0,0,1,0,31,16,White e4 e6 Nf3 d5,1499,-1,1495,4,True
1331,UVdGSiZz,True,bullet,2021-04-04 22:17:14.111000+02:00,2021-04-04 22:17:38.562000+02:00,white,60,13,HuanHo,1506,EvilSaintPL,1505,24.5,1.9,1,0,1,0,12,7,no opens,1505,-1,1506,-1,False
1332,vJbdQzD9,True,bullet,2021-04-04 22:00:55.789000+02:00,2021-04-04 22:03:13.072000+02:00,black,60,42,mehrdaad-iran,1540,EvilSaintPL,1498,137.3,3.3,0,0,1,0,44,8,Black d4 d5 c4 c6,1498,1,1540,-42,False
1333,QRuJzWpL,True,bullet,2021-04-03 18:55:57.803000+02:00,2021-04-03 18:58:16.677000+02:00,white,60,40,EvilSaintPL,1491,nabeeltnabs4,1557,138.9,3.5,0,0,0,0,42,41,White e4 e5 Nf3 d6,1491,1,1557,-66,False
1334,up6ght91,True,bullet,2021-04-03 18:55:11.743000+02:00,2021-04-03 18:55:53.278000+02:00,white,60,19,NoodleKing,1515,EvilSaintPL,1497,41.5,2.2,0,0,1,0,21,11,Black e4 e5 Nc3 Nf6,1497,-1,1515,-18,False
1335,yvT0H9n3,True,bullet,2021-04-03 18:53:03.851000+02:00,2021-04-03 18:55:07.488000+02:00,black,60,37,EvilSaintPL,1503,FatKingCantRun,1486,123.6,3.3,0,1,0,1,13,13,White e4 e5 Nf3 Nc6,1503,-1,1486,17,True
1336,DxIVYW0C,True,bullet,2021-04-03 18:50:29.632000+02:00,2021-04-03 18:52:43.345000+02:00,black,60,34,Lockee2,1457,EvilSaintPL,1498,133.7,3.9,0,1,1,0,10,8,no opens,1498,1,1457,41,True
1337,Y3DCsUdQ,True,bullet,2021-04-03 18:49:02.149000+02:00,2021-04-03 18:50:23.412000+02:00,black,60,22,EvilSaintPL,1503,maiklb,1542,81.3,3.7,1,0,1,0,6,5,White e4 e6 Nf3 d5,1503,-1,1542,-39,False
1338,ru6aEHlo,True,bullet,2021-04-03 17:57:44.398000+02:00,2021-04-03 17:59:55.101000+02:00,black,60,38,EvilSaintPL,1508,Dhruvil_shah01,1521,130.7,3.4,1,0,1,0,8,9,White e4 c5 Nf3 Nc6,1508,-1,1521,-13,False
1339,TrkoYObv,True,bullet,2021-04-03 17:55:25.309000+02:00,2021-04-03 17:57:40.673000+02:00,white,60,42,A73293604Miqueila,1500,EvilSaintPL,1514,135.4,3.2,1,0,1,0,5,6,no opens,1514,-1,1500,14,True
1340,eeYMYyIh,True,bullet,2021-04-03 17:54:07.595000+02:00,2021-04-03 17:55:22.109000+02:00,white,60,29,roneymagalhaes,1495,EvilSaintPL,1520,74.5,2.6,1,0,1,0,6,8,Black e4 e5 Nf3 Nc6,1520,-1,1495,25,True
1341,DsJlKkmK,True,bullet,2021-04-03 17:52:22.859000+02:00,2021-04-03 17:54:03.380000+02:00,white,60,19,EvilSaintPL,1514,krishnaam,1524,100.5,5.3,1,0,0,0,6,20,White e4 e6 d4 d5,1514,1,1524,-10,False
1344,vWNUXS27,True,bullet,2021-04-03 16:40:57.856000+02:00,2021-04-03 16:42:55.071000+02:00,black,60,28,naska678,1515,EvilSaintPL,1508,117.2,4.2,1,0,1,0,12,7,no opens,1508,1,1515,-7,False
1345,yswefql8,True,bullet,2021-04-03 16:20:30.111000+02:00,2021-04-03 16:22:38.269000+02:00,white,60,33,EvilSaintPL,1503,benitocereno,1488,128.2,3.9,1,0,1,0,7,8,White e4 c5 Nf3 e6,1503,1,1488,15,True
1346,tExI4Ctm,True,bullet,2021-04-03 16:15:22.519000+02:00,2021-04-03 16:17:23.858000+02:00,black,60,38,deepminder,1514,EvilSaintPL,1497,121.3,3.2,0,1,1,0,14,9,Black e4 e5 Nf3 Nc6,1497,1,1514,-17,False
1347,1DzFMaZF,True,bullet,2021-04-03 15:53:37.250000+02:00,2021-04-03 15:55:47.193000+02:00,white,60,53,Vaiz_mc,1565,EvilSaintPL,1501,129.9,2.5,0,1,0,0,9,54,no opens,1501,-1,1565,-64,False
1348,Sk15e2NA,True,blitz,2021-04-03 15:47:36.973000+02:00,2021-04-03 15:49:12.262000+02:00,white,300,11,EvilSaintPL,1674,onurkerem59,1693,95.3,8.7,1,0,0,0,6,12,White e4 e5 Nf3 Nc6,1674,1,1693,-19,False
1349,iGVIzo9t,True,blitz,2021-04-03 15:44:51.783000+02:00,2021-04-03 15:47:04.282000+02:00,black,300,11,EvilSaintPL,1682,dgh05ahs,1584,132.5,12.0,0,0,0,0,13,13,no opens,1682,-1,1584,98,True
1350,XC9t281D,True,blitz,2021-04-03 15:42:41.611000+02:00,2021-04-03 15:44:44.701000+02:00,white,300,14,toboliak,1688,EvilSaintPL,1687,123.1,8.8,1,0,1,0,8,7,Black e4 e5 Nf3 Nc6,1687,-1,1688,-1,False
1351,wWPYFiJM,True,blitz,2021-04-03 15:40:14.304000+02:00,2021-04-03 15:42:28.459000+02:00,black,300,22,Sergey1308,1684,EvilSaintPL,1681,134.2,6.1,1,0,1,0,10,9,Black d4 d5 c4 c6,1681,1,1684,-3,False
1352,Os7BAqln,True,blitz,2021-04-03 15:30:46.419000+02:00,2021-04-03 15:39:52.135000+02:00,black,300,60,EvilSaintPL,1689,Arxangel1999,1581,545.7,9.1,1,0,1,0,6,7,White e4 c5 Nf3 d6,1689,-1,1581,108,True
1353,PjL4iH1m,True,blitz,2021-04-03 15:06:23.782000+02:00,2021-04-03 15:15:13.670000+02:00,black,300,54,vosss45,1693,EvilSaintPL,1683,529.9,9.8,1,0,1,0,15,9,Black d4 d5 c4 c6,1683,1,1693,-10,False
1354,qgpV29MZ,True,blitz,2021-04-03 14:56:34.972000+02:00,2021-04-03 15:06:16.586000+02:00,draw,300,76,EvilSaintPL,1683,kajukatla,1693,581.6,7.7,1,0,1,0,8,8,White e4 e5 Nf3 Nc6,1683,0,1693,-10,False
1355,fc7RqLRU,True,blitz,2021-04-02 18:12:05.887000+02:00,2021-04-02 18:20:44.296000+02:00,draw,300,67,Interfox,1704,EvilSaintPL,1682,518.4,7.7,1,0,1,0,7,5,no opens,1682,0,1704,-22,False
1356,BaAOpohC,True,blitz,2021-04-02 18:07:10.085000+02:00,2021-04-02 18:10:46.802000+02:00,white,300,29,EvilSaintPL,1676,zomneo,1673,216.7,7.5,1,0,1,0,9,9,no opens,1676,1,1673,3,True
1357,dlKGxJB6,True,blitz,2021-04-02 17:58:02.312000+02:00,2021-04-02 18:06:59.608000+02:00,black,300,45,EvilSaintPL,1681,Pinoy24,1761,537.3,11.9,1,0,1,0,12,16,White e4 c5 Nf3 Nc6,1681,-1,1761,-80,False
1358,of21xOqM,True,blitz,2021-04-02 17:52:02.245000+02:00,2021-04-02 17:57:52.797000+02:00,white,300,24,dyinks,1698,EvilSaintPL,1686,350.6,14.6,1,0,0,0,8,26,no opens,1686,-1,1698,-12,False
1359,NhSJ97YF,True,blitz,2021-04-02 17:46:44.557000+02:00,2021-04-02 17:51:47.067000+02:00,black,300,23,EvilSaintPL,1692,Matthi1950,1706,302.5,13.2,1,0,1,0,6,8,White e4 c6 d4 d5,1692,-1,1706,-14,False
1360,iVCc8qk1,True,blitz,2021-04-02 17:18:20.156000+02:00,2021-04-02 17:28:04.751000+02:00,black,300,56,BoxOfficeFxM,1721,EvilSaintPL,1685,584.6,10.4,1,0,1,0,6,4,Black e4 e5 Nf3 Nc6,1685,1,1721,-36,False
1361,SD5Sruq3,True,bullet,2021-04-01 21:29:20.441000+02:00,2021-04-01 21:31:21.833000+02:00,black,60,38,FabianoSilvasss,1530,EvilSaintPL,1495,121.4,3.2,0,0,1,0,40,7,Black e4 e5 Nf3 Nc6,1495,1,1530,-35,False
1362,05OEhAYE,True,bullet,2021-04-01 21:27:01.354000+02:00,2021-04-01 21:28:57.168000+02:00,white,60,41,EvilSaintPL,1489,gokocan65,1520,115.8,2.8,1,0,1,0,7,10,White e4 c5 Nf3 e6,1489,1,1520,-31,False
1363,KY39y78V,True,bullet,2021-04-01 21:24:35.421000+02:00,2021-04-01 21:26:42.613000+02:00,black,60,40,kvta,1520,EvilSaintPL,1482,127.2,3.2,1,0,1,0,4,4,Black e4 e5 Nf3 Nc6,1482,1,1520,-38,False
1364,m4SFOBIP,True,bullet,2021-04-01 21:23:32.127000+02:00,2021-04-01 21:24:28.532000+02:00,white,60,17,EvilSaintPL,1476,BadassSalad,1477,56.4,3.3,1,0,1,0,9,9,White e4 e5 Nf3 Nc6,1476,1,1477,-1,False
1365,wOROOCF2,True,bullet,2021-04-01 21:22:30.775000+02:00,2021-04-01 21:23:20.273000+02:00,black,60,16,cappecheck,1496,EvilSaintPL,1470,49.5,3.1,0,0,1,0,18,4,Black e4 e5 Nf3 Nc6,1470,1,1496,-26,False
1366,elgbyCBq,True,blitz,2021-04-01 16:15:22.165000+02:00,2021-04-01 16:22:34.212000+02:00,white,300,51,EvilSaintPL,1679,gungorkeles,1677,432.0,8.5,1,0,1,0,6,10,White e4 e5 Nf3 d6,1679,1,1677,2,True
1367,sOMucaBM,True,blitz,2021-04-01 12:07:40.258000+02:00,2021-04-01 12:12:12.359000+02:00,white,300,25,analizy,2006,EvilSaintPL,1681,272.1,10.9,1,0,1,0,6,7,Black e4 e5 f4 exf4,1681,-1,2006,-325,False
1368,D8oLhc1n,True,blitz,2021-04-01 12:02:26.473000+02:00,2021-04-01 12:06:26.687000+02:00,white,300,23,EvilSaintPL,1674,Pitulix,1762,240.2,10.4,1,0,1,0,4,6,White e4 c5 Nf3 d6,1674,1,1762,-88,False
1369,HXrlbZCb,True,blitz,2021-04-01 11:58:40.372000+02:00,2021-04-01 12:01:59.373000+02:00,black,300,28,Hapsaacz,1257,EvilSaintPL,1672,199.0,7.1,1,0,0,0,10,30,Black e4 e5 Nf3 Nc6,1672,1,1257,415,True
1370,3SQVKxLy,True,blitz,2021-04-01 11:54:08.583000+02:00,2021-04-01 11:58:28.162000+02:00,black,300,16,EvilSaintPL,1682,zygadlo,1320,259.6,16.2,1,0,1,0,4,6,White e4 e5 Nf3 Nc6,1682,-1,1320,362,True
1371,ISMkRYlz,True,blitz,2021-04-01 11:43:40.902000+02:00,2021-04-01 11:52:39.383000+02:00,black,300,50,jacqueownique,1192,EvilSaintPL,1682,538.5,10.8,1,0,1,0,7,10,Black e4 e5 Nf3 Nc6,1682,1,1192,490,True
1372,tgrBYkjX,True,blitz,2021-04-01 11:40:35+02:00,2021-04-01 11:43:33.059000+02:00,white,300,22,EvilSaintPL,1681,prawiejakmistrz,1080,178.1,8.1,1,0,1,0,8,15,White e4 c5 Nf3 Nc6,1681,1,1080,601,True
1373,7x0aj1f4,True,blitz,2021-04-01 11:33:29.125000+02:00,2021-04-01 11:40:07.095000+02:00,draw,300,33,EvilSaintPL,1680,wiktorek555,1762,398.0,12.1,1,0,1,0,7,7,no opens,1680,0,1762,-82,False
1374,trRsgSVh,True,blitz,2021-04-01 11:30:45.633000+02:00,2021-04-01 11:33:25.036000+02:00,black,300,31,Pajac1410,1307,EvilSaintPL,1679,159.4,5.1,1,0,1,0,14,5,no opens,1679,1,1307,372,True
1376,JdqqlbgJ,True,blitz,2021-04-01 11:08:56.607000+02:00,2021-04-01 11:16:18.942000+02:00,black,300,47,Teslaco,1683,EvilSaintPL,1672,442.3,9.4,1,0,1,0,11,9,Black e4 e5 Bc4 Nc6,1672,1,1683,-11,False
1377,9R5qGSOW,True,blitz,2021-04-01 10:54:04.568000+02:00,2021-04-01 11:03:58.932000+02:00,white,300,75,EvilSaintPL,1666,sank5231,1639,594.4,7.9,1,0,0,0,6,76,no opens,1666,1,1639,27,True
1378,NvkQFfhX,True,blitz,2021-04-01 10:49:49.764000+02:00,2021-04-01 10:52:38.383000+02:00,white,300,25,EvilSaintPL,1659,ettshin,1719,168.6,6.7,1,0,0,1,3,10,White e4 e5 Nf3 Qf6,1659,1,1719,-60,False
1379,viEQxPEr,True,bullet,2021-03-31 20:19:01.278000+02:00,2021-03-31 20:21:19.228000+02:00,white,60,28,enfantt,1486,EvilSaintPL,1476,137.9,4.9,1,0,1,0,16,4,Black e4 e5 Nf3 Nc6,1476,-1,1486,-10,False
1380,PPNPkrkV,True,blitz,2021-03-31 20:07:35.819000+02:00,2021-03-31 20:16:44.654000+02:00,black,300,31,EvilSaintPL,1665,jasav,1661,548.8,17.7,1,0,1,0,6,8,White e4 e5 Nf3 d6,1665,-1,1661,4,True
1381,qHLUng6A,True,blitz,2021-03-31 20:00:21.871000+02:00,2021-03-31 20:06:28.415000+02:00,white,300,28,Marcaus,1667,EvilSaintPL,1671,366.5,13.1,1,0,1,0,7,6,Black e4 e5 Nf3 Nc6,1671,-1,1667,4,True
1382,R3QgwJg2,True,blitz,2021-03-31 19:43:37.398000+02:00,2021-03-31 19:51:30.248000+02:00,black,300,23,EvilSaintPL,1676,chrisgarciaolvera,1711,472.9,20.6,1,0,0,1,7,4,no opens,1676,-1,1711,-35,False
1383,4qUEyK9C,True,blitz,2021-03-31 19:41:44.079000+02:00,2021-03-31 19:43:01.301000+02:00,black,300,11,StMarx,1636,EvilSaintPL,1671,77.2,7.0,0,0,0,0,13,13,no opens,1671,1,1636,35,True
1384,eHQtkVwy,True,blitz,2021-03-31 19:37:39.691000+02:00,2021-03-31 19:41:37.310000+02:00,white,300,32,angel12232,1649,EvilSaintPL,1677,237.6,7.4,0,0,1,0,34,8,no opens,1677,-1,1649,28,True
1385,MxqcGxd3,True,blitz,2021-03-31 19:33:15.270000+02:00,2021-03-31 19:35:50.147000+02:00,white,300,24,EvilSaintPL,1673,RB_ghost,1564,154.9,6.5,1,0,1,0,8,7,White e4 e5 Nf3 Nc6,1673,1,1564,109,True
1386,h4MTZZO0,True,blitz,2021-03-31 16:24:26.994000+02:00,2021-03-31 16:29:58.797000+02:00,black,300,32,syahrun_mubarak,1694,EvilSaintPL,1666,331.8,10.4,1,0,1,0,11,7,no opens,1666,1,1694,-28,False
1387,QX8Qe3GY,True,blitz,2021-03-31 14:32:17.397000+02:00,2021-03-31 14:40:00.255000+02:00,white,300,59,EvilSaintPL,1661,TXINTXAMPU,1647,462.9,7.8,1,0,0,1,6,10,White e4 e6 d4 d5,1661,1,1647,14,True
1396,eb7b73pG,True,bullet,2021-03-30 19:48:35.856000+02:00,2021-03-30 19:50:28.775000+02:00,white,60,35,EvilSaintPL,1470,bluesarodite,1463,112.9,3.2,1,0,1,0,8,11,White e4 e5 Nf3 Nc6,1470,1,1463,7,True
1397,E1wUS5tL,True,bullet,2021-03-30 18:49:43.134000+02:00,2021-03-30 18:51:18.853000+02:00,white,60,27,DarkMathematician,1496,EvilSaintPL,1475,95.7,3.5,1,0,1,0,3,4,Black e4 e5 Nf3 Nc6,1475,-1,1496,-21,False
1398,J5YGNWEP,True,bullet,2021-03-30 18:47:34.325000+02:00,2021-03-30 18:49:40.345000+02:00,black,60,42,EvilSaintPL,1481,Jandaedan,1493,126.0,3.0,1,0,0,1,9,10,White e4 e5 Nf3 Nc6,1481,-1,1493,-12,False
1399,5aN9rk15,True,bullet,2021-03-30 18:46:22.223000+02:00,2021-03-30 18:47:28.938000+02:00,black,60,20,cescna24,1386,EvilSaintPL,1476,66.7,3.3,1,0,1,0,9,9,Black d4 d5 c4 c6,1476,1,1386,90,True
1400,e9WxZm33,True,bullet,2021-03-30 18:44:27.288000+02:00,2021-03-30 18:46:18.929000+02:00,black,60,34,Dpraveenkumar,1492,EvilSaintPL,1470,111.6,3.3,1,0,1,0,3,4,Black e4 e5 Nf3 Nc6,1470,1,1492,-22,False
1401,oE1bZuUx,True,bullet,2021-03-30 18:42:43.862000+02:00,2021-03-30 18:44:21.398000+02:00,white,60,27,EvilSaintPL,1464,Maksim136,1462,97.5,3.6,1,0,1,0,8,7,White e4 e5 Nf3 Nc6,1464,1,1462,2,True
1402,lMLsYgN2,True,bullet,2021-03-30 18:40:06.929000+02:00,2021-03-30 18:42:09.782000+02:00,draw,60,45,EvilSaintPL,1464,Tuztref131985,1485,122.9,2.7,0,0,0,0,47,46,White e4 d5 Nf3 dxe4,1464,0,1485,-21,False
1403,mhc3DFw5,True,bullet,2021-03-30 18:38:09.913000+02:00,2021-03-30 18:40:02.651000+02:00,black,60,42,KaiserIV,1428,EvilSaintPL,1459,112.7,2.7,1,0,1,0,8,7,no opens,1459,1,1428,31,True
1404,An7egEgJ,True,blitz,2021-03-30 16:50:55.540000+02:00,2021-03-30 16:55:21.513000+02:00,black,300,33,EvilSaintPL,1666,mohamad130,1655,266.0,8.1,1,0,1,0,12,11,White e4 e5 Nf3 Nc6,1666,-1,1655,11,True
1405,BsRmo8PY,True,blitz,2021-03-30 16:46:53.727000+02:00,2021-03-30 16:50:16.396000+02:00,draw,300,33,satyam_98,1686,EvilSaintPL,1666,202.7,6.1,1,0,1,0,6,5,Black e4 e5 Nf3 Nc6,1666,0,1686,-20,False
1406,pNko6j81,True,blitz,2021-03-30 16:44:26.399000+02:00,2021-03-30 16:46:14.197000+02:00,black,300,7,EvilSaintPL,1672,toboliak,1675,107.8,15.4,1,0,0,0,7,9,White e4 e5 Nf3 Nc6,1672,-1,1675,-3,False
1407,6ixgtjbM,True,blitz,2021-03-30 16:07:55.934000+02:00,2021-03-30 16:16:58.421000+02:00,black,300,85,Deepak-3107,1647,EvilSaintPL,1666,542.5,6.4,1,0,1,0,13,12,Black e4 e5 f4 exf4,1666,1,1647,19,True
1408,a0VTfPQD,True,blitz,2021-03-29 13:46:48.693000+02:00,2021-03-29 13:53:27.680000+02:00,black,300,29,EvilSaintPL,1672,neosamp,1652,399.0,13.8,1,0,1,0,6,7,White e4 e6 d4 d5,1672,-1,1652,20,True
1409,c69ORqs7,True,blitz,2021-03-29 13:36:26.115000+02:00,2021-03-29 13:46:21.786000+02:00,draw,300,51,Starteg246,1649,EvilSaintPL,1672,595.7,11.7,1,0,1,0,12,8,Black d4 d5 c4 c6,1672,0,1649,23,True
1410,6RO2cObK,True,blitz,2021-03-29 13:28:51.094000+02:00,2021-03-29 13:36:19.369000+02:00,black,300,37,EvilSaintPL,1678,walexjolz,1689,448.3,12.1,1,0,1,0,8,8,White e4 c5 Nf3 d6,1678,-1,1689,-11,False
1411,46NoeJ6N,True,blitz,2021-03-29 13:20:30.002000+02:00,2021-03-29 13:27:16.018000+02:00,black,300,29,Robot_Wizard,1672,EvilSaintPL,1672,406.0,14.0,1,0,1,0,8,8,Black c4 e5 Nc3 Nf6,1672,1,1672,0,False
1412,ayFjPhxb,True,blitz,2021-03-29 13:15:57.997000+02:00,2021-03-29 13:18:58.532000+02:00,black,300,16,EvilSaintPL,1678,sylspio,1692,180.5,11.3,0,0,0,0,18,18,no opens,1678,-1,1692,-14,False
1413,dmsbU0Lt,True,blitz,2021-03-29 13:14:06.124000+02:00,2021-03-29 13:14:59.857000+02:00,black,300,9,BALAJIradhika,1625,EvilSaintPL,1672,53.7,6.0,0,0,1,0,11,7,no opens,1672,1,1625,47,True
1414,AqXYZSyB,True,blitz,2021-03-29 13:12:46.942000+02:00,2021-03-29 13:13:30.408000+02:00,white,300,8,hurmanoid,1749,EvilSaintPL,1677,43.5,5.4,0,0,0,0,10,9,no opens,1677,-1,1749,-72,False
1415,Q4AWWycl,True,blitz,2021-03-28 19:31:28.966000+02:00,2021-03-28 19:33:46.281000+02:00,black,300,22,EvilSaintPL,1683,ATimins,1684,137.3,6.2,1,0,1,0,7,4,White e4 e5 Nf3 Nc6,1683,-1,1684,-1,False
1416,3QSQxM7y,True,blitz,2021-03-28 19:26:47.953000+02:00,2021-03-28 19:31:03.970000+02:00,white,300,24,brmboardmower,1713,EvilSaintPL,1688,256.0,10.7,1,0,1,0,9,9,Black d4 d5 c4 c6,1688,-1,1713,-25,False
1417,BZ0CrOfT,True,blitz,2021-03-28 19:24:15.647000+02:00,2021-03-28 19:26:43.113000+02:00,white,300,48,EvilSaintPL,1682,Dimasys,1687,147.5,3.1,1,0,1,0,9,12,no opens,1682,1,1687,-5,False
1418,KO2Wvt0h,True,blitz,2021-03-28 19:23:45.443000+02:00,2021-03-28 19:24:04.661000+02:00,white,300,5,arno-b,1684,EvilSaintPL,1688,19.2,3.8,0,0,0,0,7,6,no opens,1688,-1,1684,4,True
1419,JaHTEyNg,True,blitz,2021-03-28 19:19:39.777000+02:00,2021-03-28 19:23:38.404000+02:00,black,300,24,EvilSaintPL,1694,medferpa_ian,1643,238.6,9.9,1,0,1,0,9,10,White e4 c5 Nf3 Nc6,1694,-1,1643,51,True
1420,zurSPsOH,True,blitz,2021-03-28 17:29:49.057000+02:00,2021-03-28 17:38:27.443000+02:00,white,300,29,EvilSaintPL,1687,Zzouheir,1767,518.4,17.9,0,1,0,0,11,30,White e4 d5 exd5 Nf6,1687,1,1767,-80,False
1421,dEfwAjAG,True,blitz,2021-03-28 17:23:48.278000+02:00,2021-03-28 17:29:43.436000+02:00,black,300,35,bazzlara,1676,EvilSaintPL,1681,355.2,10.1,1,0,1,0,10,4,Black e4 e5 Nf3 Nc6,1681,1,1676,5,True
1422,83ql2MTb,True,blitz,2021-03-28 17:15:01.093000+02:00,2021-03-28 17:23:03.552000+02:00,black,300,34,EvilSaintPL,1686,mahirkamisli7777,1725,482.5,14.2,1,0,0,1,7,12,White e4 e5 Nf3 d6,1686,-1,1725,-39,False
1423,6m7RYPAX,True,blitz,2021-03-28 17:08:09.555000+02:00,2021-03-28 17:14:52.273000+02:00,white,300,63,sirawesome92,1735,EvilSaintPL,1691,402.7,6.4,1,0,1,0,12,7,Black d4 d5 c4 c6,1691,-1,1735,-44,False
1424,YCpgNbV5,True,blitz,2021-03-28 16:59:44.270000+02:00,2021-03-28 17:07:59.761000+02:00,black,300,49,tsolo4117chess,1693,EvilSaintPL,1685,495.5,10.1,0,1,1,0,13,10,no opens,1685,1,1693,-8,False
1425,FFIAIQ06,True,blitz,2021-03-28 16:53:08.736000+02:00,2021-03-28 16:59:34.221000+02:00,black,300,45,EvilSaintPL,1691,crameshnayak,1674,385.5,8.6,1,0,1,0,4,18,White e4 e5 Nf3 Nc6,1691,-1,1674,17,True
1426,dZtAJidZ,True,blitz,2021-03-28 16:17:24.468000+02:00,2021-03-28 16:27:40.422000+02:00,white,300,55,EvilSaintPL,1685,Aouj,1681,616.0,11.2,1,0,1,0,6,12,White e4 e5 Nf3 Nc6,1685,1,1681,4,True
1427,Pr3ivoEr,True,blitz,2021-03-28 16:07:28.736000+02:00,2021-03-28 16:17:17.689000+02:00,white,300,66,iskoiskopartizani,1670,EvilSaintPL,1691,589.0,8.9,1,0,1,0,13,4,Black e4 e5 Nf3 Nc6,1691,-1,1670,21,True
1428,U4TcmPS6,True,blitz,2021-03-28 15:40:28.486000+02:00,2021-03-28 15:50:39.024000+02:00,black,300,68,amme05,1628,EvilSaintPL,1687,610.5,9.0,1,0,1,0,3,4,Black e4 e5 Nf3 Nc6,1687,1,1628,59,True
1429,NjOKRKoS,True,blitz,2021-03-28 15:19:14.903000+02:00,2021-03-28 15:24:42.669000+02:00,white,300,32,EvilSaintPL,1681,kampotcool,1680,327.8,10.2,1,0,1,0,7,9,White e4 c6 d4 d5,1681,1,1680,1,True
1430,K8cSiXd9,True,blitz,2021-03-28 15:10:25.903000+02:00,2021-03-28 15:19:04.720000+02:00,black,300,47,EvilSaintPL,1687,r0bert0cs,1642,518.8,11.0,1,0,1,0,5,6,White e4 c5 Nf3 Nc6,1687,-1,1642,45,True
1431,KFMat3Tm,True,bullet,2021-03-26 09:43:05.206000+01:00,2021-03-26 09:44:42.666000+01:00,white,60,28,Not_MagzyBogues,1446,EvilSaintPL,1465,97.5,3.5,1,0,1,0,7,8,no opens,1465,-1,1446,19,True
1432,Zb1oPFxf,True,bullet,2021-03-25 14:53:59.637000+01:00,2021-03-25 14:55:53.542000+01:00,white,60,46,EvilSaintPL,1459,PlayingWithDog,1479,113.9,2.5,0,0,1,0,48,13,no opens,1459,1,1479,-20,False
1433,V9JIX6fY,True,bullet,2021-03-25 14:51:35.637000+01:00,2021-03-25 14:53:51.897000+01:00,white,60,43,DANATT,1485,EvilSaintPL,1464,136.3,3.2,1,0,1,0,9,7,Black e4 e5 Nf3 Nc6,1464,-1,1485,-21,False
1434,3E27Elh2,True,bullet,2021-03-25 14:50:25.101000+01:00,2021-03-25 14:51:30.819000+01:00,black,60,19,EvilSaintPL,1470,Best_Spy,1418,65.7,3.5,1,0,1,0,6,10,White e4 c6 d4 d5,1470,-1,1418,52,True
1435,74QZJgf4,True,bullet,2021-03-25 14:48:43.228000+01:00,2021-03-25 14:50:13.459000+01:00,black,60,30,derDaden,1360,EvilSaintPL,1466,90.2,3.0,1,0,1,0,9,4,Black e4 e5 Nf3 Nc6,1466,1,1360,106,True
